# Sensor Zaisentalstraße, Reutlingen, Germany (Citizen Science project sensor.community/4244)
# https://aqicn.org/station/@54451/
# Daily pm25
date,min,max,pm25,q1,q3,stdev,count
2022-12-22T00:00:00.000Z,0.5,16.1,1.85,1.2,2.73,1.634,554
2022-12-23T00:00:00.000Z,0.5,25.67,1,0.6,1.35,1.776,399
2022-12-24T00:00:00.000Z,0.9,39.79,2.59,1.8,3.97,4.514,506
2022-12-25T00:00:00.000Z,0.83,16.1,3.7,2.52,5.6,2.14,515
2022-12-26T00:00:00.000Z,0.7,12.17,2.57,1.5,3.7,1.613,427
2022-12-27T00:00:00.000Z,0.83,21.05,2.73,1.53,9.3,5.433,532
2022-12-28T00:00:00.000Z,0.7,19.63,3.1,2.2,8.16,3.562,505
2022-12-29T00:00:00.000Z,0.6,5.87,1.43,1.2,1.9,0.833,565
2022-12-30T00:00:00.000Z,0.5,13.47,0.9,0.7,1.2,0.831,462
2022-12-31T00:00:00.000Z,0.5,807.3,0.8,0.7,8.5,103.928,552
2023-01-01T00:00:00.000Z,1.4,692.63,5.6,3.59,9.47,76.372,549
2023-01-02T00:00:00.000Z,0.7,14.4,2.82,2.06,4.5,2.262,566
2023-01-03T00:00:00.000Z,0.6,12.6,1.8,1.1,4.22,2.817,460
2023-01-04T00:00:00.000Z,0.6,17.67,1.57,0.97,6.07,3.119,497
2023-01-05T00:00:00.000Z,0.4,16.37,1.63,0.6,2.9,1.716,557
2023-01-06T00:00:00.000Z,0.6,38.17,2.29,1.57,3,2.074,552
2023-01-07T00:00:00.000Z,0.6,23.93,3.93,1.8,6.93,3.712,558
2023-01-08T00:00:00.000Z,0.6,123.17,2.67,1.6,5.7,5.711,579
2023-01-09T00:00:00.000Z,0.5,6.47,1.2,0.77,1.67,1.004,554
2023-01-10T00:00:00.000Z,0.5,27.07,1.63,1.27,2.13,2.556,559
2023-01-11T00:00:00.000Z,0.6,17.8,1.27,1.03,1.7,1.315,552
2023-01-12T00:00:00.000Z,0.63,6.97,1.3,1.03,1.77,0.879,555
2023-01-13T00:00:00.000Z,0.4,9.27,0.93,0.67,1.67,1.293,507
2023-01-14T00:00:00.000Z,0.5,15.6,1.5,1.07,2,1.254,565
2023-01-15T00:00:00.000Z,0.4,27.63,0.83,0.6,1.12,1.459,489
2023-01-16T00:00:00.000Z,0.6,6.77,1.03,0.9,1.23,0.606,546
2023-01-17T00:00:00.000Z,0.6,13.73,2,1.1,5.09,3.398,556
2023-01-18T00:00:00.000Z,3.1,22.8,6.99,5.6,11.75,3.897,480
2023-01-19T00:00:00.000Z,2.63,24.67,8.52,6.3,9.9,2.628,570
2023-01-20T00:00:00.000Z,1.33,28.47,7.7,6.32,9.19,2.486,567
2023-01-21T00:00:00.000Z,6.03,27.15,13.12,10.24,14.95,3.352,564
2023-01-22T00:00:00.000Z,7.9,28.43,15.12,13.43,17.3,3.608,576
2023-01-23T00:00:00.000Z,9.69,32.29,14.27,12.77,15.3,1.896,491
2023-01-24T00:00:00.000Z,8.69,24.77,15,12.9,17.32,3.151,559
2023-01-25T00:00:00.000Z,6.2,21.33,10.07,8.77,13.6,3.636,519
2023-01-26T00:00:00.000Z,6.33,19.39,11.27,9.6,12.5,2.071,566
2023-01-27T00:00:00.000Z,8.9,21.17,14.02,12.73,15.4,2.136,458
2023-01-28T00:00:00.000Z,6.33,14.68,10.13,9.4,11.03,1.369,566
2023-01-29T00:00:00.000Z,3.2,18.13,8.18,4.73,10.15,3.305,566
2023-01-30T00:00:00.000Z,1.17,23.65,5.05,3.9,8.18,2.92,552
2023-01-31T00:00:00.000Z,1.4,9.15,3.9,3.3,4.4,0.998,476
2023-02-01T00:00:00.000Z,1.1,9.1,2.6,1.87,3.17,1.196,559
2023-02-02T00:00:00.000Z,1.1,13.43,2.06,1.7,2.6,0.892,556
2023-02-03T00:00:00.000Z,0.67,6.7,1.2,1,1.5,0.679,423
2023-02-04T00:00:00.000Z,0.83,19.27,3.33,1.83,7.9,4.893,575
2023-02-05T00:00:00.000Z,3.8,19.1,7.93,6.8,9.77,2.376,523
2023-02-06T00:00:00.000Z,4.8,26.4,12.53,9.19,17.73,5.393,475
2023-02-07T00:00:00.000Z,3.37,18.2,10.23,8.69,11.85,2.817,493
2023-02-08T00:00:00.000Z,4.53,22.9,11.1,9.69,12.68,3.263,443
2023-02-09T00:00:00.000Z,11.6,31,20,17.52,21.6,3.315,478
2023-02-10T00:00:00.000Z,10.19,34.08,20.14,18.37,21.74,3.237,520
2023-02-11T00:00:00.000Z,4.4,66.8,19.8,15.3,21.8,5.413,466
2023-02-12T00:00:00.000Z,2.2,32.58,16.13,5.47,21.23,7.881,559
2023-02-13T00:00:00.000Z,4.59,21.57,11.51,9.1,12.9,3.038,426
2023-02-14T00:00:00.000Z,8.67,36.4,12.13,10.94,16.04,4.421,480
2023-02-15T00:00:00.000Z,3.87,26.07,12.2,9.5,14.8,3.59,445
2023-02-16T00:00:00.000Z,1.8,16.89,8.9,4.17,10.93,3.7,466
2023-02-17T00:00:00.000Z,0.8,6.33,2.37,1.8,2.87,0.812,416
2023-02-18T00:00:00.000Z,0.7,11.3,1.43,1.1,1.9,0.68,564
2023-02-19T00:00:00.000Z,0.67,13.4,1.9,1.37,2.83,1.291,462
2023-02-20T00:00:00.000Z,0.77,10.3,2.9,1.67,4.07,1.667,559
2023-02-21T00:00:00.000Z,0.6,13.03,4.15,2.8,6.3,2.401,552
2023-02-22T00:00:00.000Z,3.37,20.7,6.19,5.25,10.22,4.098,444
2023-02-23T00:00:00.000Z,2.73,20.2,12.45,4.76,14.83,5.08,414
2023-02-24T00:00:00.000Z,1.53,25.23,8.5,6.5,10.34,3.458,561
2023-02-25T00:00:00.000Z,0.9,8.23,2.69,1.97,4.4,1.736,466
2023-02-26T00:00:00.000Z,1.1,5.65,2.17,1.77,2.6,0.619,567
2023-02-27T00:00:00.000Z,1.3,6.28,2.65,2.1,3.4,0.844,559
2023-02-28T00:00:00.000Z,2.58,18.32,7.9,4.53,11,4.282,462
2023-03-01T00:00:00.000Z,11.43,23.5,15.85,14.27,17.63,2.463,567
2023-03-02T00:00:00.000Z,15.4,57.3,19.7,18.39,25.18,5.135,568
2023-03-03T00:00:00.000Z,20.77,41.23,28.73,25.99,30.72,3.623,541
2023-03-04T00:00:00.000Z,12.67,35.6,21,18.52,30.44,6.269,573
2023-03-05T00:00:00.000Z,10,32.2,15.93,13.7,20.13,3.651,571
2023-03-06T00:00:00.000Z,4.59,42.4,10.32,8.6,12.8,4.061,562
2023-03-07T00:00:00.000Z,3.3,11.73,6.6,5.8,7.47,1.311,543
2023-03-08T00:00:00.000Z,0.6,34.03,2.4,1,7.59,4.13,577
2023-03-09T00:00:00.000Z,0.5,10.97,1.27,0.93,1.73,1.116,494
2023-03-10T00:00:00.000Z,0.5,7.7,1,0.8,1.4,0.616,572
2023-03-11T00:00:00.000Z,0.67,14.02,1.5,1.2,3.34,2.228,569
2023-03-12T00:00:00.000Z,0.97,20.1,3.7,1.97,5.35,2.128,571
2023-03-13T00:00:00.000Z,0.6,3.13,1.1,0.9,1.3,0.381,568
2023-03-14T00:00:00.000Z,0.5,11.2,1,0.7,1.7,1.509,404
2023-03-15T00:00:00.000Z,0.7,15.83,2,1.3,3.22,2.85,574
2023-03-16T00:00:00.000Z,1.12,12.55,4.03,3,7.88,2.885,571
2023-03-17T00:00:00.000Z,1,21.03,4,2.6,4.63,2.033,571
2023-03-18T00:00:00.000Z,0.83,12.7,3.2,2.02,4.09,2.446,461
2023-03-19T00:00:00.000Z,1,10.27,2.6,1.83,4.09,1.504,570
2023-03-20T00:00:00.000Z,0.63,21.23,1.2,1,2.1,2.204,565
2023-03-21T00:00:00.000Z,0.8,7.1,3.49,2.13,4.3,1.394,574
2023-03-22T00:00:00.000Z,0.67,4.67,2.1,1.1,2.87,0.976,561
2023-03-23T00:00:00.000Z,0.77,5.7,1.7,1.4,2.13,0.569,573
2023-03-24T00:00:00.000Z,0.5,6,1.47,1,1.9,0.827,564
2023-03-25T00:00:00.000Z,0.5,8.19,0.93,0.8,1.37,0.753,559
2023-03-26T00:00:00.000Z,0.56,13.57,1.4,1.1,1.8,0.884,519
2023-03-27T00:00:00.000Z,0.5,24.2,1.9,1.33,2.6,1.367,527
2023-03-28T00:00:00.000Z,1.23,9.02,2.6,2,3.9,1.576,560
2023-03-29T00:00:00.000Z,1.03,15.6,2,1.6,2.52,1.135,490
2023-03-30T00:00:00.000Z,0.8,6.3,2.73,2.06,3.47,1.072,567
2023-03-31T00:00:00.000Z,0.6,17.23,1.45,1,2.76,1.677,556
2023-04-01T00:00:00.000Z,0.5,12.67,0.8,0.7,1.2,1.348,517
2023-04-02T00:00:00.000Z,0.6,5.09,1.2,0.9,2.57,1.083,551
2023-04-03T00:00:00.000Z,1.4,5.9,2.67,2.27,3.37,0.793,563
2023-04-04T00:00:00.000Z,1.5,12.03,3,2.5,3.97,1.877,578
2023-04-05T00:00:00.000Z,3.57,15.38,6.4,5.07,8,2.003,575
2023-04-06T00:00:00.000Z,2.2,19.82,5.82,4.09,8.9,2.664,582
2023-04-07T00:00:00.000Z,0.9,11.5,4.12,2.4,7.47,2.635,556
2023-04-08T00:00:00.000Z,4.23,14,10.02,7.3,11.2,2.3,580
2023-04-09T00:00:00.000Z,3.07,19.82,7.62,5.22,11.4,3.477,572
2023-04-10T00:00:00.000Z,0.9,10.57,2.1,1.4,7.17,3.019,494
2023-04-11T00:00:00.000Z,0.6,8.3,1.42,1.1,1.97,0.825,578
2023-04-12T00:00:00.000Z,0.5,29.23,1.1,0.8,1.67,1.533,576
2023-04-13T00:00:00.000Z,0.6,6.43,1.33,1,2.29,0.926,584
2023-04-14T00:00:00.000Z,1,9.63,2.4,1.57,3.37,1.381,581
2023-04-15T00:00:00.000Z,1.1,6.37,3,2.33,3.63,0.93,583
2023-04-16T00:00:00.000Z,2.06,18.39,9.07,4.3,12.87,4.312,578
2023-04-17T00:00:00.000Z,1.37,17.6,6.63,4.7,12.7,4.321,577
2023-04-18T00:00:00.000Z,3.37,16.47,8.52,6.27,12.57,3.487,578
2023-04-19T00:00:00.000Z,5.09,20.97,11.1,9.17,12.9,2.705,494
2023-04-20T00:00:00.000Z,1.4,17.23,8.1,6.3,10.37,3.299,583
2023-04-21T00:00:00.000Z,1,18.32,4.84,3.2,9.02,3.543,524
2023-04-22T00:00:00.000Z,1.1,8.1,3.3,2.17,4.5,1.272,515
2023-04-23T00:00:00.000Z,0.6,4.43,1.39,0.97,2.4,0.887,362
2023-04-24T00:00:00.000Z,0.6,5.67,1.4,1.1,1.92,0.792,572
2023-04-25T00:00:00.000Z,0.6,17.37,2.97,2.29,4.37,1.833,583
2023-04-26T00:00:00.000Z,1.2,10.53,4.17,2.6,6.5,2.204,576
2023-04-27T00:00:00.000Z,0.9,13.63,3.55,1.72,4.69,1.831,584
2023-04-28T00:00:00.000Z,0.5,64.33,3.72,2.6,4.97,6.225,402
2023-04-29T00:00:00.000Z,0.6,9,3.4,1.6,5.97,2.201,578
2023-04-30T00:00:00.000Z,1.8,9.19,4.76,2.9,6.37,1.876,425
2023-05-01T00:00:00.000Z,2.06,47,5,3.6,6.47,2.995,571
2023-05-02T00:00:00.000Z,3.03,17.53,6.64,4.97,9.69,3.05,572
2023-05-03T00:00:00.000Z,2.83,11.73,6.2,5.25,8.4,2.165,417
2023-05-04T00:00:00.000Z,1.47,13.5,4.87,2.73,8.02,3.099,581
2023-05-05T00:00:00.000Z,1.2,10.33,5.17,2.33,6.1,2.035,417
2023-05-06T00:00:00.000Z,0.6,9.23,2.9,1.23,6.35,2.592,577
2023-05-07T00:00:00.000Z,1.47,7.8,3.83,3.03,4.4,1.162,452
2023-05-08T00:00:00.000Z,4,22.05,10.64,7.43,14.6,4.237,574
2023-05-09T00:00:00.000Z,0.7,23,3.5,1.97,11.77,6.123,582
2023-05-10T00:00:00.000Z,0.5,5.37,0.97,0.8,1.17,0.371,579
2023-05-11T00:00:00.000Z,0.7,6.2,1.27,1,1.83,1.153,571
2023-05-12T00:00:00.000Z,0.6,13.8,3.4,2.49,5.62,2.541,584
2023-05-13T00:00:00.000Z,2.23,10.1,4.43,3.7,6.32,1.85,580
2023-05-14T00:00:00.000Z,2.7,13.13,7.53,5.7,10.07,2.528,579
2023-05-15T00:00:00.000Z,1,10.8,5.9,4.03,6.6,1.875,578
2023-05-16T00:00:00.000Z,1.6,33.7,10.4,5.39,19.59,8.948,465
2023-05-17T00:00:00.000Z,1.8,6.9,3.37,2.83,4.2,1.065,567
2023-05-18T00:00:00.000Z,1.7,9.13,3.37,2.87,5.07,1.396,582
2023-05-19T00:00:00.000Z,2.1,16.39,3.87,3.4,4.8,2.707,578
2023-05-20T00:00:00.000Z,1.73,12,5.93,4.13,8.3,2.363,583
2023-05-21T00:00:00.000Z,4.59,16.97,9.5,7.22,11.3,2.566,580
2023-05-22T00:00:00.000Z,6.17,84.93,11.2,9.1,12.5,3.863,546
2023-05-23T00:00:00.000Z,2.93,47.3,11.64,5.5,22,11.699,580
2023-05-24T00:00:00.000Z,1.6,8.02,4,3.12,4.76,1.088,584
2023-05-25T00:00:00.000Z,2.27,10.67,5.6,4.63,6.7,1.441,539
2023-05-26T00:00:00.000Z,4.26,11.8,7.63,5.77,8.69,1.661,435
2023-05-27T00:00:00.000Z,3.2,341.6,5.17,4.57,5.9,17.345,469
2023-05-28T00:00:00.000Z,2.6,7.87,5.07,4.3,5.92,1.062,492
2023-05-29T00:00:00.000Z,2.52,8.9,4.1,3.5,5.69,1.225,505
2023-05-30T00:00:00.000Z,1.7,5.73,3.5,2.87,4.17,0.846,578
2023-05-31T00:00:00.000Z,1.57,5.43,2.4,2.13,2.83,0.854,354
2023-06-01T00:00:00.000Z,1.7,7.27,4.4,3.69,5.07,1.029,577
2023-06-02T00:00:00.000Z,2.9,13.23,4.5,4,5.5,1.437,576
2023-06-03T00:00:00.000Z,3.6,8.17,5.3,4.9,6.03,0.833,468
2023-06-04T00:00:00.000Z,2.23,21.5,4.4,3.6,7,2.293,581
2023-06-05T00:00:00.000Z,2,6.7,4.26,3.77,4.93,0.884,578
2023-06-06T00:00:00.000Z,1.7,6.73,3.17,2.83,3.59,0.588,365
2023-06-07T00:00:00.000Z,1.8,45.27,3.27,2.77,4,2.001,583
2023-06-08T00:00:00.000Z,2.23,9.69,4.09,3.69,4.83,1.394,440
2023-06-09T00:00:00.000Z,2.1,11.43,5.37,3.17,8.19,2.586,576
2023-06-10T00:00:00.000Z,2.57,11.3,4.8,3.9,7.4,2.086,583
2023-06-11T00:00:00.000Z,2.9,7.73,4.5,3.92,5.8,1.114,584
2023-06-12T00:00:00.000Z,2.87,6.37,4.37,3.9,4.97,0.68,579
2023-06-13T00:00:00.000Z,2.13,5.2,3.33,3,3.63,0.503,581
2023-06-14T00:00:00.000Z,2.8,5.9,4,3.63,4.47,0.551,571
2023-06-15T00:00:00.000Z,2.02,8.3,3.73,2.97,4.8,1.252,581
2023-06-16T00:00:00.000Z,2.8,7.3,4.12,3.77,4.76,0.801,416
2023-06-17T00:00:00.000Z,2.6,4.73,3.9,3.6,4.15,0.437,65
2023-06-19T00:00:00.000Z,1.97,6.9,3.95,3.07,5.67,1.412,112
2023-06-20T00:00:00.000Z,2.27,9,5.17,4.53,6.17,1.311,572
2023-06-21T00:00:00.000Z,2.47,10.87,5.95,4.51,8.25,2.083,580
2023-06-22T00:00:00.000Z,1,10.19,5.6,3.17,6.57,2.1,583
2023-06-23T00:00:00.000Z,1.1,18.93,3.87,3.05,5.25,3.813,577
2023-06-24T00:00:00.000Z,2,8.33,3.97,2.97,5.42,1.512,581
2023-06-25T00:00:00.000Z,2.93,8.13,5.57,4.73,6.37,1.046,582
2023-06-26T00:00:00.000Z,1.27,9.47,5.5,4.32,6.97,1.912,502
2023-06-27T00:00:00.000Z,1.3,8,2.1,1.9,2.37,0.671,579
2023-06-28T00:00:00.000Z,1.1,3.6,2.06,1.73,2.4,0.464,585
2023-06-29T00:00:00.000Z,1.6,6,3.23,2.87,3.7,0.722,582
2023-06-30T00:00:00.000Z,3.17,24.27,10.6,5.8,13.9,4.57,583
2023-07-01T00:00:00.000Z,1.1,4.8,2.09,1.57,3,0.813,378
2023-07-02T00:00:00.000Z,1.5,16.87,10.53,3.4,12.2,4.388,582
2023-07-03T00:00:00.000Z,1.2,13.87,3.44,2.29,8.8,3.72,576
2023-07-04T00:00:00.000Z,1.3,4.73,2.13,1.9,2.5,0.511,433
2023-07-05T00:00:00.000Z,0.9,3.6,1.9,1.6,2.23,0.454,561
2023-07-06T00:00:00.000Z,1.6,4.97,2.5,2.29,2.83,0.47,289
2023-07-07T00:00:00.000Z,2.47,7.3,4.53,3.97,5.4,0.923,567
2023-07-08T00:00:00.000Z,1.5,8.23,4.9,2.5,6.07,1.794,361
2023-07-09T00:00:00.000Z,2.29,6.07,3.83,3.37,4.26,0.671,371
2023-07-10T00:00:00.000Z,2.9,6.8,4.3,3.9,4.7,0.572,366
2023-07-11T00:00:00.000Z,1.43,171.43,5.4,4.8,6.07,13.766,570
2023-07-12T00:00:00.000Z,1.3,6,3.07,2.37,3.7,0.913,573
2023-07-13T00:00:00.000Z,0.83,3.5,1.6,1.3,1.87,0.427,577
2023-07-14T00:00:00.000Z,1.17,4.63,2.2,1.8,2.73,0.682,570
2023-07-15T00:00:00.000Z,1.4,15.33,3.3,2.29,4.2,1.821,581
2023-07-16T00:00:00.000Z,0.4,5.03,1.8,1.5,2.2,0.57,585
2023-07-17T00:00:00.000Z,1.83,6.3,3.3,2.63,3.97,0.849,384
2023-07-18T00:00:00.000Z,0.97,7.13,3.3,2.87,4.76,1.196,585
2023-07-19T00:00:00.000Z,1.3,6.73,3.22,2.29,4.8,1.368,464
2023-07-20T00:00:00.000Z,0.97,4.5,1.9,1.6,2.33,0.502,566
2023-07-21T00:00:00.000Z,1.12,4.53,1.93,1.7,2.2,0.399,584
2023-07-22T00:00:00.000Z,1,26.17,2.52,2.04,2.93,1.187,585
2023-07-23T00:00:00.000Z,1.4,8.1,3.97,2.6,5.57,1.664,583
2023-07-24T00:00:00.000Z,1.9,9.4,4.5,3.06,6.67,1.927,581
2023-07-25T00:00:00.000Z,0.7,5.4,1.67,1.2,3.37,1.187,581
2023-07-26T00:00:00.000Z,0.9,7.27,3,2.37,4.23,1.353,581
2023-07-27T00:00:00.000Z,1.1,5.09,2.6,2,3.17,0.739,582
2023-07-28T00:00:00.000Z,1.1,5.53,2.73,2.23,3.2,0.77,581
2023-07-29T00:00:00.000Z,1.12,6.33,2.4,2,3,0.831,585
2023-07-30T00:00:00.000Z,1,7.3,1.9,1.6,2.37,0.712,585
2023-07-31T00:00:00.000Z,1.43,4.59,2.47,2.06,2.97,0.625,584
2023-08-01T00:00:00.000Z,0.8,4.37,1.53,1.2,2.9,0.976,585
2023-08-02T00:00:00.000Z,0.87,5.57,2,1.6,2.82,1.022,580
2023-08-03T00:00:00.000Z,0.5,3.47,0.97,0.8,1.23,0.408,572
2023-08-04T00:00:00.000Z,0.5,89.4,1.53,0.97,3.8,6.968,579
2023-08-05T00:00:00.000Z,1.43,8.1,4,2.67,6.1,1.833,582
2023-08-06T00:00:00.000Z,0.4,4.33,1.2,0.8,1.6,0.721,584
2023-08-07T00:00:00.000Z,0.9,3.53,1.6,1.4,1.8,0.326,585
2023-08-08T00:00:00.000Z,1,3.93,1.77,1.5,2.1,0.395,584
2023-08-09T00:00:00.000Z,1.12,4.2,1.97,1.73,2.29,0.465,581
2023-08-10T00:00:00.000Z,1.53,11.43,2.77,2.33,3.43,1.039,567
2023-08-11T00:00:00.000Z,1.2,6.3,3.5,2.2,4.26,1.174,575
2023-08-12T00:00:00.000Z,1.6,6.5,3.93,3.2,4.8,0.997,585
2023-08-13T00:00:00.000Z,2.33,6.2,4.17,3.7,4.7,0.765,583
2023-08-14T00:00:00.000Z,1.9,7.73,4.09,3.09,4.8,1.177,585
2023-08-15T00:00:00.000Z,1.5,13.63,4.26,2.57,6.3,1.984,584
2023-08-16T00:00:00.000Z,2.17,13.57,4.57,3.83,5.42,1.498,585
2023-08-17T00:00:00.000Z,2.67,13,6,4.8,7.5,1.937,585
2023-08-18T00:00:00.000Z,1.4,5.8,2.82,2.43,3.4,0.821,584
2023-08-19T00:00:00.000Z,1.87,10.8,4.26,3.27,5.2,1.518,584
2023-08-20T00:00:00.000Z,3.9,12.1,7.9,6.23,8.83,1.599,576
2023-08-21T00:00:00.000Z,4,10.07,7.23,5.7,8.3,1.453,565
2023-08-22T00:00:00.000Z,2.7,11.6,6.23,3.97,8.47,2.358,584
2023-08-23T00:00:00.000Z,2.63,7.4,4.57,3.83,5.4,0.969,584
2023-08-24T00:00:00.000Z,1.4,8.8,5.19,3.9,6.9,1.943,582
2023-08-25T00:00:00.000Z,1.7,11.53,3.5,2.9,4.59,1.934,582
2023-08-26T00:00:00.000Z,1.93,9.43,4.3,3.3,5.3,1.425,585
2023-08-27T00:00:00.000Z,1,7.77,2,1.77,2.7,1.379,578
2023-08-28T00:00:00.000Z,1.03,5.33,2.59,1.83,3.43,1.02,582
2023-08-29T00:00:00.000Z,2.8,17.82,7.43,5.47,8.93,2.483,583
2023-08-30T00:00:00.000Z,1.1,11.57,3.6,2.57,7.5,2.744,582
2023-08-31T00:00:00.000Z,1.4,4.33,2.2,1.93,2.6,0.494,578
2023-09-01T00:00:00.000Z,0.7,30.83,1.43,1.12,2.1,1.973,579
2023-09-02T00:00:00.000Z,0.93,4.47,2.52,1.8,3.1,0.789,582
2023-09-03T00:00:00.000Z,0.9,4.8,2.63,1.7,3.15,0.873,581
2023-09-04T00:00:00.000Z,1.67,5.9,2.9,2.5,3.5,0.733,579
2023-09-05T00:00:00.000Z,0.9,5.6,2.33,1.8,3.2,0.962,580
2023-09-06T00:00:00.000Z,2.23,7.1,4.8,3.8,5.57,1.114,580
2023-09-07T00:00:00.000Z,2.8,9.02,5.4,4.59,6.3,1.096,585
2023-09-08T00:00:00.000Z,2.9,12.03,6.83,5.27,8,1.852,581
2023-09-09T00:00:00.000Z,4.23,12.87,9.6,6.13,10.65,2.371,576
2023-09-10T00:00:00.000Z,3.3,12.8,8.3,6.2,9.5,1.969,583
2023-09-11T00:00:00.000Z,3.7,13.6,7.69,5.57,10.02,2.45,580
2023-09-12T00:00:00.000Z,4.09,15.5,7.9,6.67,8.83,1.488,583
2023-09-13T00:00:00.000Z,1.57,9.93,6.1,3.77,7.4,2.033,564
2023-09-14T00:00:00.000Z,1.33,14.17,3.87,2.9,9.07,3.59,579
2023-09-15T00:00:00.000Z,3.2,14.73,5.95,4.73,9.32,2.975,564
2023-09-16T00:00:00.000Z,1.8,15,5.09,3.53,11.2,3.905,582
2023-09-17T00:00:00.000Z,1,6.57,2.73,2.1,4.43,1.269,584
2023-09-18T00:00:00.000Z,0.7,3.93,1.57,1.23,2.7,0.807,575
2023-09-19T00:00:00.000Z,0.63,3.8,1.5,1.2,1.97,0.535,570
2023-09-20T00:00:00.000Z,0.9,4.33,1.9,1.47,2.5,0.653,550
2023-09-21T00:00:00.000Z,0.53,8.19,1.8,1.35,2.67,0.971,580
2023-09-22T00:00:00.000Z,0.6,2.77,1,0.9,1.17,0.252,579
2023-09-23T00:00:00.000Z,0.6,3.77,1.2,0.97,1.6,0.623,584
2023-09-24T00:00:00.000Z,0.93,5.9,2,1.6,2.37,0.561,583
2023-09-25T00:00:00.000Z,1.1,6.3,2.5,1.93,3.13,0.884,582
2023-09-26T00:00:00.000Z,0.7,7.37,3.2,2.23,4.23,1.371,561
2023-09-27T00:00:00.000Z,1.12,6,3.62,2.29,4.2,1.093,574
2023-09-28T00:00:00.000Z,1,6.73,3.03,2.29,4.25,1.195,585
2023-09-29T00:00:00.000Z,1.4,20.7,3.7,2.9,7.12,5.145,584
2023-09-30T00:00:00.000Z,3.47,9.97,6.03,5.23,7.3,1.303,580
2023-10-01T00:00:00.000Z,5.2,9.69,7.73,7.2,8.19,0.729,564
2023-10-02T00:00:00.000Z,6.4,28.63,14.1,8.27,20.19,6.286,568
2023-10-03T00:00:00.000Z,1.17,20.67,4.8,2.2,14.47,6.15,577
2023-10-04T00:00:00.000Z,1.03,5,2.29,1.83,2.83,0.661,581
2023-10-05T00:00:00.000Z,1.47,7.2,3.42,2.73,4.7,1.244,578
2023-10-06T00:00:00.000Z,3.1,11.73,5.53,4.8,6.33,1.292,575
2023-10-07T00:00:00.000Z,2,8.19,4.9,3.37,5.5,1.224,575
2023-10-08T00:00:00.000Z,2.6,10.02,4.43,3.8,5.4,1.167,573
2023-10-09T00:00:00.000Z,2.6,17.17,5.07,4.43,5.7,1.152,562
2023-10-10T00:00:00.000Z,3.13,9.52,5.43,4.76,6.13,0.976,547
2023-10-11T00:00:00.000Z,2.5,8.13,4.9,4.03,5.7,1.079,573
2023-10-12T00:00:00.000Z,2.67,22.23,4.13,3.53,4.8,1.072,570
2023-10-13T00:00:00.000Z,1.97,26.57,3.33,2.8,4.42,1.518,568
2023-10-14T00:00:00.000Z,0.5,8.52,2.85,1.87,4.8,1.731,574
2023-10-15T00:00:00.000Z,0.7,7.9,1.87,1.43,2.87,1.043,580
2023-10-16T00:00:00.000Z,0.6,6.5,2.9,2.04,3.99,1.282,573
2023-10-17T00:00:00.000Z,3.5,16.23,9.67,6.45,12.55,3.321,569
2023-10-18T00:00:00.000Z,5.83,49.57,11.7,10.47,15.03,3.439,563
2023-10-19T00:00:00.000Z,1.6,18.6,10.02,4.26,12.97,4.665,557
2023-10-20T00:00:00.000Z,0.5,15.4,1.82,1.03,6.67,4.129,584
2023-10-21T00:00:00.000Z,0.5,16.6,0.9,0.7,1.77,1.089,581
2023-10-22T00:00:00.000Z,0.6,5.07,1.7,1.17,2.93,1.027,580
2023-10-23T00:00:00.000Z,1.6,16.77,4.53,3.33,6.12,2.385,581
2023-10-24T00:00:00.000Z,1,36.29,4.29,2.33,5.43,2.451,580
2023-10-25T00:00:00.000Z,0.6,6.63,1.43,1,2.1,0.925,584
2023-10-26T00:00:00.000Z,0.6,8.33,2.13,1.45,3.12,1.246,584
2023-10-27T00:00:00.000Z,0.5,40.03,1.27,0.97,1.7,2.69,579
2023-10-28T00:00:00.000Z,0.6,6.23,1.5,1.2,1.89,1.13,584
2023-10-29T00:00:00.000Z,0.5,6,1.5,1.1,2.1,0.763,582
2023-10-30T00:00:00.000Z,0.5,16.1,1.85,1.4,3.53,1.868,480
2023-10-31T00:00:00.000Z,0.5,36.67,1.2,0.83,1.9,2.851,582
2023-11-01T00:00:00.000Z,0.6,10.6,1.1,0.97,1.33,0.714,572
2023-11-02T00:00:00.000Z,0.5,54.3,1.5,1.1,2.13,3.294,563
2023-11-03T00:00:00.000Z,0.6,10.7,2.02,1.43,2.87,1.394,584
2023-11-04T00:00:00.000Z,0.5,12.6,1.1,0.87,1.4,1.343,585
2023-11-05T00:00:00.000Z,0.5,22.03,0.9,0.7,1.8,2.295,582
2023-11-06T00:00:00.000Z,0.53,17,1.1,0.83,1.5,1.227,574
2023-11-07T00:00:00.000Z,0.5,6.7,1.3,0.9,1.77,0.771,578
2023-11-08T00:00:00.000Z,0.6,22.3,1.67,1.2,3.1,2.927,577
2023-11-09T00:00:00.000Z,0.5,30.23,1.4,0.9,5.5,2.673,546
2023-11-10T00:00:00.000Z,0.5,28.5,1,0.7,1.7,2.098,565
2023-11-11T00:00:00.000Z,0.5,21.9,1.4,1,3.42,2.668,581
2023-11-12T00:00:00.000Z,0.87,24.43,3.5,1.93,5.2,2.527,361
2023-11-13T00:00:00.000Z,0.5,9.73,1.83,1.2,2.52,2.032,584
2023-11-14T00:00:00.000Z,0.6,7.87,1.27,0.97,1.6,0.785,581
